koatuu;latitude;longitude
1825088301;50.4391667;29.4650000
1825088302;50.4397222;29.4019444
1825088303;50.4791667;29.4550000
1825088304;50.4744444;29.4013889
1825088800;50.5330556;29.0461111
1825088801;50.5330556;29.0461111
1825200000;49.7233000;29.2272000
1825255100;49.7233333;29.2213889
1825280400;49.6800000;29.0300000
1825280401;49.6800000;29.0300000
1825280800;49.6919444;29.4530556
1825280802;49.6766667;29.4586111
1825280804;49.6697222;29.4013889
1825281200;49.8391667;29.2675000
1825281400;49.7363889;29.1436111
1825281600;49.7780556;29.4352778
1825281602;49.7983333;29.3813889
1825281800;49.8044444;29.3127778
1825281801;49.8044444;29.3127778
1825281802;49.8344444;29.3502778
1825282000;49.7600000;28.9936111
1825282200;49.7475000;29.0458333
1825282402;49.8908333;29.0927778
1825282600;49.6775000;29.1519444
1825282602;49.6719444;29.1091667
1825282800;49.6002778;29.1950000
1825283200;49.6922222;29.0633333
1825283203;49.6550000;29.0652778
1825283300;49.8483333;29.0250000
1825283301;49.8483333;29.0250000
1825283500;49.6533333;29.1922222
1825283600;49.6491667;29.2444444
1825283800;49.7836111;29.3397222
1825284000;49.6202778;29.0872222
1825284002;49.6061111;29.1208333
1825284200;49.7925000;29.2069444
1825284202;49.7966667;29.1650000
1825284300;49.7911110;29.1077780
1825284301;49.7911111;29.1077778
1825284400;49.8033333;29.0377778
1825284401;49.8033333;29.0377778
1825284600;49.7105556;29.3522222
1825284602;49.6897222;29.3688889
1825284900;49.6200000;29.0500000
1825284902;49.6200000;29.0500000
1825285200;49.6361111;29.1463889
1825285201;49.6361111;29.1463889
1825285300;49.7375000;29.2950000
1825285301;49.7375000;29.2950000
1825285400;49.7633333;29.1275000
1825285401;49.7633333;29.1275000
1825285600;49.6436111;29.3602778
1825285601;49.6436111;29.3602778
1825285800;49.6975000;29.1677780
1825285801;49.6975000;29.1677778
1825286300;49.6536111;29.3133333
1825286301;49.6536111;29.3133333
1825286800;49.8419444;29.0625000
1825286801;49.8419444;29.0625000
1825287500;49.8530556;29.2016667
1825287501;49.8530556;29.2016667
1825287900;49.7580556;29.2977778
1825287901;49.7580556;29.2977778
1825400000;50.4744000;28.2756000
1825455100;50.4663889;28.2777778
1825455103;50.4472222;28.2216667
1825480200;50.4933333;28.0302778
1825480202;50.5108333;28.0316667
1825480203;50.5025000;27.9725000
1825480400;50.3886111;28.2900000
1825480800;50.4316667;28.0341667
1825480802;50.4605556;28.0522222
1825480803;50.4266667;27.9963889
1825481200;50.3138889;28.1677778
1825481202;50.3533333;28.1627778
1825481500;50.5969444;28.1588889
1825481502;50.5691667;28.1163889
1825481503;50.5852778;28.1927778
1825481800;50.4630556;28.3600000
1825482200;50.5433333;28.2808333
1825482204;50.5905556;28.2491667
1825482205;50.6044444;28.2372222
1825482206;50.5172222;28.3136111
1825482207;50.6102778;28.2363889
1825482601;50.4580556;28.0958333
1825482604;50.4669444;28.1597222
1825482605;50.4547222;28.1475000
1825483000;50.4066667;28.2336111
1825483001;50.4066667;28.2336111
1825483004;50.3725000;28.2155556
1825483600;50.3141667;28.2502778
1825483601;50.3141667;28.2502778
1825483603;50.2877778;28.2869444
1825483604;50.2969444;28.2261111
1825483605;50.3486111;28.2475000
1825483900;50.5061111;28.1511111
1825483901;50.5061111;28.1511111
1825483902;50.5050000;28.1997222
1825484100;50.3752778;28.0913889
1825484101;50.3752778;28.0913889
1825484107;50.3463889;28.0805556
1825484300;50.4022222;28.0380556
1825484301;50.4022222;28.0380556
1825484600;50.3963889;28.1586111
1825484601;50.3963889;28.1586111
1825484605;50.3694444;28.1477778
1825484606;50.4163889;28.1944444
1825484900;50.4925000;28.0755556
1825484901;50.4925000;28.0755556
1825485100;50.5419444;28.1013889
1825485101;50.5419444;28.1013889
1825485105;50.5441667;28.0419444
1825485200;50.4647222;27.9913889
1825485201;50.4647222;27.9913889
1825485202;50.4891667;27.9441667
1825485203;50.4547222;27.9608333
1825485700;50.5411111;28.1677778
1825485701;50.5411111;28.1677778
1825485702;50.5400000;28.2125000
1825485703;50.5680556;28.1891667
1825486200;50.3941667;28.3605556
1825486201;50.3941667;28.3605556
1825486203;50.3930556;28.3847222
1825486204;50.4213889;28.3819444
1825486205;50.3775000;28.3363889
1825486206;50.3650000;28.3763889
1825600000;50.4567000;28.6786000
1825655100;50.4550000;28.6652778
1825655101;50.4672222;28.6336111
1825655500;50.4725000;28.8280556
1825680400;50.5063889;28.6738889
1825680800;50.4797222;28.7950000
1825680801;50.4797222;28.7950000
1825681000;50.4216667;28.7055556
1825681002;50.4011111;28.6641667
1825681200;50.3858333;28.5152778
1825681203;50.3822222;28.4488889
1825681204;50.4022222;28.4300000
1825681600;50.5719444;28.7475000
1825681604;50.5302778;28.8502778
1825682001;50.4066667;28.8016667
1825682002;50.4413889;28.8180556
1825682400;50.5375000;28.9233333
1825682401;50.5375000;28.9233333
1825682402;50.5780556;28.9100000
1825682600;50.3422222;28.8188889
1825683200;50.4469444;28.7497222
1825683600;50.6013889;28.8044444
1825683602;50.5991667;28.8405556
1825683603;50.6038889;28.8883333
1825684000;50.3886111;28.8472222
1825684002;50.4038889;28.8916667
1825684400;50.3941667;28.6238889
1825684800;50.4397222;28.5544444
1825684803;50.4550000;28.5794444
1825685000;50.4347222;28.5080556
1825686200;50.4411111;28.4616667
1825686201;50.4411111;28.4616667
1825686202;50.4866667;28.3902778
1825686203;50.4683333;28.4308333
1825686600;50.5366667;28.7080556
1825686601;50.5366667;28.7080556
1825686602;50.5558333;28.7141667
1825686800;50.5163889;28.5883333
1825686801;50.5163889;28.5883333
1825686802;50.4905556;28.5958333
1825687000;50.6283333;28.7530556
1825687001;50.6283333;28.7530556
1825687002;50.6658333;28.7708333
1825687003;50.6483333;28.8000000
1825687004;50.6566667;28.8005556
1825687200;50.6044444;28.7652778
1825687201;50.6044444;28.7652778
1825687400;50.5105556;28.5525000
1825687401;50.5105556;28.5525000
1825687403;50.4900000;28.5352778
1825687600;50.4766667;28.8769444
1825687601;50.4766667;28.8769444
1825687900;50.4972222;28.7461111
1825687901;50.4972222;28.7461111
1825687902;50.5375000;28.7511111
1825687903;50.5252778;28.7655556
1825688200;50.3811111;28.7152778
1825688201;50.3811111;28.7152778
1825688202;50.3772222;28.7469444
1825800000;50.0447000;28.1264000
1825810100;50.0527778;28.0969444
1825855100;50.0280477;28.1436350
1825855200;49.9416667;28.3030556
1825855301;49.9850000;28.2533333
1825855600;49.8586111;28.2155556
1825855601;49.8866667;28.2300000
1825855602;49.7783333;28.0925000
1825880400;50.0019444;28.1805556
1825880403;49.9708333;28.1950000
1825880500;49.7794444;28.0252778
1825880600;49.9661111;28.1611111
1825880800;50.0861111;28.0613889
1825881200;49.8788889;28.0444444
1825881700;49.9213889;28.1825000
1825882000;50.1119444;28.1811111
1825882003;50.0947222;28.2680556
1825882400;50.0736111;28.1455556
1825882800;49.8227778;28.1644444
1825882802;49.8436111;28.1108333
1825882803;49.7936111;28.2213889
1825882804;49.7938889;28.1047222
1825882805;49.8019444;28.1850000
1825883200;49.9550000;28.1077778
1825883201;49.9550000;28.1077778
1825883202;49.9488889;28.0388889
1825883600;50.0113889;28.0872222
1825883603;50.0197222;28.1016667
1825884000;50.0102778;28.0163889
1825884401;49.8352778;28.0494444
1825884800;49.9905556;28.0030556
1825885200;49.8983333;28.1980556
1825885201;49.8983333;28.1980556
1825885600;49.8536111;27.9791667
1825885601;49.8536111;27.9791667
1825885602;49.8747222;27.9419444
1825886000;49.7991667;27.9586111
1825886001;49.7991667;27.9586111
1825886002;49.7941667;27.9211111
1825886401;50.0188889;28.1413889
1825886800;50.0211111;28.3650000
1825886801;50.0211111;28.3650000
1825886802;50.0419444;28.4013889
1825887200;49.9597222;28.3572222
1825887201;49.9597222;28.3572222
1825887600;49.8400000;27.9297222
1825887601;49.8400000;27.9297222
1825887700;50.0847222;28.0230556
1825887701;50.0847222;28.0230556
1825887800;49.9050000;28.0844444
1825887801;49.9050000;28.0844444
1825887802;49.8769444;28.1080556
1825888200;50.0347222;28.2750000
1825888201;50.0347222;28.2750000
1825888400;50.0280556;28.2322222
1825888401;50.0280556;28.2322222
1825888404;50.0113889;28.2647222
1825888405;49.9986111;28.2400000
2100000000;48.4100000;23.2900000
2110100000;48.6238889;22.2950000
2110200000;48.2025000;22.6375000
2110290001;48.2302778;22.6688889
2110400000;48.4413889;22.7136111
2110800000;48.1813889;23.2977778
2110890001;48.2022222;23.2872222
2110890002;48.1888889;23.3525000
2110890003;48.1908333;23.2430556
2111000000;48.4333333;22.2000000
2120400000;48.2008806;22.6340667
2120455400;48.3666667;22.3833333
2120480100;48.1688889;22.5975000
2120480101;48.1688889;22.5975000
2120480401;48.3227778;22.4125000
2120480402;48.3111111;22.3625000
2120480801;48.2313889;22.7502778
2120481201;48.1097222;22.6358333
2120481601;48.1250000;22.7105556
2120481701;48.1563889;22.7216667
2120482001;48.2480556;22.5747222
2120482002;48.2716667;22.5783333
2120482201;48.1011111;22.6780556
2120482401;48.3100000;22.5827778
2120482801;48.3202778;22.6394444
2120482803;48.2808333;22.6783333
2120483201;48.1397222;22.6580556
2120483301;48.1608333;22.6638889
2120483401;48.1355556;22.6330556
2120483500;48.2180556;22.6975000
2120483501;48.2180556;22.6975000
2120483603;48.2188889;22.5744444
2120484001;48.2880556;22.4380556
2120484002;48.3022222;22.4544444
2120484401;48.1663889;22.7569444
2120484801;48.2800000;22.4700000
2120485201;48.2525000;22.6313889
2120485203;48.2463889;22.6086111
2120485401;48.1863889;22.7702778
2120485601;48.2558333;22.4552778
2120486001;48.1575000;22.6283333
2120486005;48.1455556;22.6080556
2120486401;48.1802778;22.7058333
2120486801;48.2575000;22.8263889
2120486802;48.2669444;22.8605556
2120487201;48.2766667;22.8077778
2120487601;48.1627778;22.8191667
2120488001;48.2694444;22.4222222
2120488002;48.2761111;22.3833333
2120488003;48.2625000;22.3875000
2120488201;48.3266667;22.4869444
2120488401;48.3591667;22.3700000
2120488402;48.3536111;22.3555556
2120488403;48.3755556;22.3536111
2120488404;48.3383333;22.3652778
2120489201;48.1261111;22.7941667
2120800000;48.8911000;22.6504000
2120855100;48.8922222;22.4586111
2120880401;48.8236111;22.6711111
2120880801;49.0125000;22.7738889
2120881301;48.9808333;22.8072222
2120881303;48.9825000;22.7788889
2120881601;48.9386111;22.7091667
2120881801;48.9233333;22.4616667
2120882001;49.0133333;22.6627778
2120882002;48.9908333;22.6372222
2120882401;48.9430556;22.5900000
2120882402;48.9377778;22.6252778
2120882801;49.0258333;22.7213889
2120883201;48.8980556;22.7761111
2120883601;48.8641667;22.4427778
2120883602;48.8527778;22.3938889
2120883603;48.8283333;22.4672222
2120884001;48.8761111;22.5286111
2120884002;48.8627778;22.5063889
2120884003;48.8552778;22.5505556
2120884004;48.8988889;22.5280556
2120884401;48.8019444;22.6369444
2120884801;48.9525000;22.5213889
2120884802;48.9691667;22.5519444
2120885201;48.9866667;22.7044444
2120885601;48.9619444;22.4913889
2120885602;48.9761111;22.5161111
2120886001;49.0236111;22.6116667
2120886401;48.9202778;22.8261111
2120886402;48.9427778;22.8522222
2120886403;48.9491667;22.7900000
2120886801;48.9847222;22.8647222
2120887201;48.8508333;22.6069444
2121200000;48.1333333;23.0000000
2121210100;48.1397222;23.0330556
2121255300;48.1118889;22.8379444
2121255600;48.1500000;23.1333333
2121280301;48.2547222;23.0350000
2121280601;48.1811111;23.0700000
2121280901;48.2386111;22.9788889
2121281201;48.0002778;22.8822222
2121281202;47.9808333;22.9269444
2121281501;48.1913889;23.1277778
2121281801;48.1680556;22.9088889
2121281802;48.1808333;22.9066667
2121281901;48.1658333;23.1602778
2121281903;48.1558333;23.1708333
2121282101;48.1050000;22.9869444
2121282300;48.0341667;23.0777778
2121282301;48.0341667;23.0777778
2121282401;48.0161111;22.9958333
2121282402;48.0263889;22.9702778
2121282403;48.0022222;23.0161111
2121282404;48.0127778;23.0619444
2121282406;48.0175000;23.0386111
2121282501;48.1316667;22.9119444
2121282503;48.1188889;22.9130556
2121282505;48.1269444;22.9283333
2121282601;48.1694444;23.0947222
2121282701;48.1294444;23.2258333
2121283001;48.1180556;22.8902778
2121283301;48.1666667;22.9600000
2121283601;48.2236111;23.0038889
2121283901;48.1372222;22.8369444
2121283902;48.1316667;22.8697222
2121284101;48.0616667;22.9341667
2121284102;48.0722222;22.8961111
2121284103;48.0522222;22.9572222
2121284401;48.1372222;23.0013889
2121284501;48.1700000;22.8600000
2121284701;48.0944444;23.0755556
2121285001;48.1236111;23.0991667
2121285002;48.1150000;23.1252778
2121285301;48.1138889;22.9436111
2121285302;48.1119444;22.9083333
2121285303;48.1000000;22.9502778
2121285601;48.1088889;23.2066667
2121285901;48.0691667;23.0183333
2121285902;48.0886111;23.0169444
2121285903;48.0630556;22.9891667
2121286201;48.0783333;23.0536111
2121286202;48.0577778;23.0966667
2121286501;48.1369444;23.1911111
2121286801;48.2277778;22.8838889
2121287201;48.2213889;23.1130556
2121500000;48.7783000;23.0557000
2121555100;48.7135280;23.1872360
2121555101;48.7327778;23.2094444
2121555300;48.7666667;22.9833333
2121555301;48.7908333;22.9469444
2121580500;48.7350000;23.1013889
2121580501;48.7350000;23.1013889
2121581000;48.8347222;23.0441667
2121581001;48.8347222;23.0441667
2121581002;48.8419444;23.0758333
2121581500;48.8588889;22.9338889
2121581501;48.8588889;22.9338889
2121582000;48.8091667;23.1419444
2121582001;48.8091667;23.1419444
2121582002;48.7900000;23.1277778
2121582500;48.7466667;23.1472222
2121582501;48.7466667;23.1472222
2121583000;48.7075000;23.2461111
2121583001;48.7075000;23.2461111
2121584000;48.7669444;23.1680556
2121584001;48.7669444;23.1680556
2121584200;48.7713889;23.0983333
2121584201;48.7713889;23.0983333
2121584202;48.7647222;23.0675000
2121584500;48.7463889;23.0200000
2121584501;48.7463889;23.0200000
2121584502;48.7252778;22.9830556
2121584503;48.7669444;23.0397222
2121585000;48.8927778;22.8802778
2121585001;48.8927778;22.8802778
2121585002;48.8708333;22.8927778
2121585003;48.8611111;22.9091667
2121585500;48.7369444;23.2669444
2121585501;48.7369444;23.2669444
2121586000;48.8088889;23.0938889
2121586001;48.8088889;23.0938889
2121586002;48.8216667;23.0661111
2121586500;48.8077778;22.9575000
2121586501;48.8077778;22.9575000
2121586502;48.8111111;22.9436111
2121900000;48.3202000;23.0317000
2121910100;48.3172222;23.0375000
2121910101;48.3191667;22.9988889
2121980400;48.3325000;22.9513889
2121980401;48.3325000;22.9513889
2121980402;48.3172222;22.9172222
2121980403;48.3066667;22.9641667
2121980800;48.3294444;23.1397222
2121980801;48.3294444;23.1397222
2121981200;48.3463889;23.0050000
2121981201;48.3463889;23.0050000
2121981202;48.3591667;23.0000000
2121981600;48.4088889;23.2691667
2121981601;48.4088889;23.2691667
2121981602;48.4291667;23.2997222
2121982000;48.2708333;23.1444444
2121982001;48.2708333;23.1444444
2121982002;48.2422222;23.1147222
2121982400;48.2830556;23.0494444
2121982401;48.2830556;23.0494444
2121982800;48.3063889;23.0833333
2121982801;48.3063889;23.0833333
2121982802;48.2894444;23.0877778
2121982803;48.2927778;23.0861111
2121983000;48.3675000;23.2869444
2121983001;48.3675000;23.2869444
2121983200;48.3511111;22.9058333
2121983201;48.3511111;22.9058333
2121983202;48.3127778;22.8761111
2121983600;48.3952778;22.9527778
2121983601;48.3952778;22.9527778
2121983602;48.4288889;22.9605556
2121983603;48.4436111;22.9633333
2121983604;48.4316667;22.9358333
2121983605;48.4363889;22.9447222
2121984000;48.2794444;22.9908333
2121984001;48.2794444;22.9908333
2121984400;48.2952778;23.1969444
2121984401;48.2952778;23.1969444
2121984500;48.3527778;23.0736111
2121984501;48.3527778;23.0736111
2121984800;48.2797222;22.9386111
2121984801;48.2797222;22.9386111
2121984802;48.2894444;22.9211111
2121984803;48.2913889;22.9055556
2121984804;48.2797222;22.9055556
2121985201;48.4516667;23.2580556
2121985600;48.4908333;23.2741667
2121985601;48.4908333;23.2741667
2121985700;48.2980556;23.0563889
2121985701;48.2980556;23.0563889
2121985800;48.3197222;23.2108333
2121985801;48.3197222;23.2108333
2121986000;48.2641667;23.2063889
2121986001;48.2641667;23.2063889
2121986200;48.3719444;22.9094444
2121986201;48.3719444;22.9094444
2121986400;48.2633333;23.0655556
2121986401;48.2633333;23.0655556
2121986402;48.2663889;23.0950000
2121986500;48.3611111;23.1194444
2121986501;48.3611111;23.1194444
2121986800;48.3441667;23.2272222
2121986801;48.3441667;23.2272222
2121987000;48.2919444;22.9888889
2121987001;48.2919444;22.9888889
2121987200;48.4080556;22.9977778
2121987201;48.4080556;22.9977778
2121987202;48.4180556;23.0133333
2121987203;48.4269444;22.9847222
2121987204;48.3972222;23.0272222
2121987205;48.4330556;23.0061111
2122400000;48.5247000;23.5028000
2122455100;48.5286111;23.5019444
2122455101;48.4747222;23.5041667
2122455103;48.5686111;23.5780556
2122480400;48.6297222;23.3636111
2122480401;48.6297222;23.3636111
2122480402;48.6000000;23.3483333
2122480600;48.6280556;23.5227778
2122480601;48.6280556;23.5227778
2122480800;48.4444444;23.5483333
2122480801;48.4444444;23.5483333
2122480802;48.3936111;23.5838889
2122481200;48.6405556;23.4252778
2122481201;48.6405556;23.4252778
2122481600;48.6513889;23.3661111
2122481601;48.6513889;23.3661111
2122482000;48.6266667;23.3916667
2122482001;48.6266667;23.3916667
2122482100;48.4366667;23.7336111
2122482101;48.4265700;23.6983900
2122482103;48.4434600;23.7249600
2122482105;48.4008333;23.6613889
2122482800;48.7077778;23.4286111
2122482801;48.7077778;23.4286111
2122482802;48.6844444;23.4116667
2122483200;48.5419444;23.4355556
2122483201;48.5419444;23.4355556
2122483203;48.5386111;23.4538889
2122483300;48.6116667;23.5019444
2122483301;48.6116667;23.5019444
2122484000;48.4616667;23.6405556
2122484001;48.4616667;23.6405556
2122484002;48.4462700;23.6142600
2122484400;48.6961111;23.3563889
2122484401;48.6961111;23.3563889
2122484402;48.7363889;23.3575000
2122484800;48.6997222;23.4866667
2122484801;48.6997222;23.4866667
2122485200;48.6700000;23.3400000
2122485201;48.6700000;23.3400000
2122485202;48.6752778;23.2969444
2122485203;48.6983333;23.3086111
2122485600;48.6927778;23.5294444
2122485601;48.6927778;23.5294444
2122485602;48.7127778;23.5555556
2122485603;48.6961111;23.5797222
2122486000;48.5833333;23.4472222
2122486001;48.5833333;23.4472222
2122486002;48.5672222;23.4297222
2122486005;48.5822222;23.4255556
2122486400;48.5886111;23.3741667
2122486401;48.5886111;23.3741667
2122486900;48.4966667;23.6144444
2122486901;48.4966667;23.6144444
2122486902;48.4883333;23.6666667
2122487200;48.5844444;23.6863889
2122487201;48.5844444;23.6863889
2122487202;48.5575000;23.7122222
2122487203;48.5650000;23.6827778
2122487204;48.6344444;23.7433333
2122487400;48.5722222;23.4608333
2122487401;48.5722222;23.4608333
2122487900;48.6741667;23.6033333
2122487901;48.6741667;23.6033333
2122487902;48.6513889;23.5930556
2122488001;48.5708333;23.3919444
2122700000;48.4699000;22.7629000
2122755300;48.4666667;22.7666667
2122755301;48.5025000;22.7497222
2122755302;48.5127778;22.7633333
2122755303;48.4444444;22.7650000
2122755500;48.4833333;22.8333333
2122755501;48.5248800;22.8749800
2122755502;48.5780556;22.8577778
2122780201;48.4430556;22.9044444
2122780202;48.4444444;22.8663889
2122780401;48.5277778;22.6705556
2122780403;48.5391667;22.6950000
2122780405;48.5580556;22.7041667
2122780801;48.4988889;22.9033333
2122780802;48.4700000;22.8833333
2122780803;48.4850000;22.8944444
2122781001;48.4691667;22.8330556
2122781002;48.4816667;22.8519444
2122781201;48.4200000;22.5611111
2122781401;48.5438889;22.7441667
2122781402;48.5205556;22.7469444
2122781403;48.5766667;22.7105556
2122781601;48.4327778;22.7847222
2122781603;48.4527778;22.8208333
2122781605;48.4413889;22.8233333
2122781607;48.4483333;22.7894444
2122781801;48.3786111;22.5680556
2122782001;48.3350000;22.6825000
2122782201;48.3505556;22.5958333
2122782301;48.4963889;22.6466667
2122782401;48.3930556;22.9047222
2122782601;48.3577778;22.8541667
2122782603;48.3538889;22.8363889
2122782801;48.4833333;22.5147222
2122782802;48.4730556;22.3897222
2122782803;48.4744444;22.4666667
2122782804;48.4619444;22.4144444
2122782805;48.4686111;22.5161111
2122783001;48.3850000;22.8380556
2122783002;48.3913889;22.8261111
2122783201;48.4716667;22.6452778
2122783202;48.4650000;22.6669444
2122783203;48.4572222;22.6383333
2122783401;48.5161111;22.5988889
2122783402;48.5413889;22.5686111
2122783403;48.5522222;22.6055556
2122783404;48.5513889;22.5783333
2122783405;48.5616667;22.5877778
2122783801;48.4183333;22.6433333
2122784201;48.5427778;22.6391667
2122784202;48.5686111;22.6402778
2122784203;48.5830556;22.6405556
2122784204;48.5611111;22.6730556
2122784801;48.4800000;22.6944444
2122785001;48.4038889;22.8102778
2122785002;48.4166667;22.7955556
2122785201;48.5047222;22.6775000
2122785205;48.4908333;22.6619444
2122785301;48.3605556;22.7416667
2122785401;48.3275000;22.8000000
2122785402;48.3402778;22.7691667
2122785601;48.3611111;22.6661111
2122785801;48.4425000;22.6205556
2122786201;48.5136111;22.8100000
2122786203;48.5402778;22.7913889
2122786205;48.5125000;22.7994444
2122786207;48.5397222;22.8130556
2122786301;48.4150000;22.6897222
2122786401;48.3669444;22.8011111
2122786601;48.6208333;22.7216667
2122786602;48.5950000;22.6836111
2122786603;48.6005556;22.7591667
2122786604;48.6097222;22.7008333
2122786605;48.6361111;22.6958333
2122786801;48.4641667;22.5975000
2122786803;48.4855556;22.5794444
2122786805;48.4633333;22.5422222
2122786807;48.4725000;22.5758333
2122786809;48.4725000;22.6191667
2122786811;48.4888889;22.6147222
2122787001;48.3663889;22.4516667
2122787002;48.3652778;22.4888889
2122787201;48.4202778;22.8580556
2122787202;48.4002778;22.8786111
2122787401;48.3902778;22.5375000
2122787801;48.4013889;22.4588889
2122788101;48.3900000;22.7180556
2122788201;48.3888889;22.8569444
2122788202;48.4047222;22.8550000
2123200000;48.7382000;22.4806000
2123210100;48.7333333;22.4666667
2123280501;48.7172222;22.4483333
2123281001;48.8041667;22.4880556
2123281002;48.8283333;22.5008333
2123281501;48.7700000;22.5138889
2123282001;48.7927778;22.4169444
2123282501;48.7758333;22.6550000
2123283001;48.6663889;22.7513889
2123283002;48.7047222;22.7469444
2123283003;48.7044444;22.7150000
2123283501;48.7558333;22.5722222
2123283601;48.7322222;22.5169444
2123284001;48.7272222;22.6400000
2123284501;48.7675000;22.6886111
2123284502;48.7761111;22.7541667
2123284503;48.7786111;22.7227778
2123284504;48.8005556;22.7141667
2123285001;48.6558333;22.8111111
2123285002;48.6688889;22.8297222
2123285501;48.6833333;22.6794444
2123285502;48.7008333;22.6877778
2123285503;48.6922222;22.6386111
2123286201;48.6991667;22.8055556
2123286202;48.7358333;22.7630556
2123286301;48.7141667;22.5938889
2123600000;48.1333333;24.2500000
2123610100;48.0500000;24.2166667
2123655500;47.9713889;24.0047222
2123655800;48.0583333;24.0700000
2123656200;48.2727778;24.3747222
2123656201;48.3063889;24.3861111
2123680501;48.1111111;24.2541667
2123681001;47.9500000;23.9333333
2123681301;48.0358333;24.3430556
2123681303;48.0486111;24.3877778
2123681501;48.0094444;23.9680556
2123681502;48.0441667;23.9158333
2123682001;48.0758333;23.9563889
2123682002;48.0888900;23.9552200
2123682201;48.0552778;24.3358333
2123682501;47.9358333;24.1750000
2123682502;47.9602778;24.1880556
2123682503;47.9149400;24.1419400
2123683001;48.1552778;24.2805556
2123683002;48.1225000;24.2938889
2123683003;48.1575000;24.2686111
2123683501;48.0030556;24.1069444
2123684001;47.9927778;24.2038889
2123684002;48.0119444;24.1705556
2123684501;48.2691667;24.4186111
2123685001;48.0641667;24.4386111
2123685002;48.0780556;24.4508333
2123685501;47.9608333;24.0544444
2123686001;48.0702778;24.3072222
2123686501;47.9850000;24.0697222
2123687001;47.9794444;23.9002778
2123687002;48.0122222;23.9033333
2123687501;48.3086111;24.3263889
2124000000;48.5499000;22.9908000
2124010100;48.5472222;22.9861111
2124010101;48.5480556;22.9472222
2124080300;48.5108333;23.2222222
2124080301;48.5108333;23.2222222
2124080800;48.6358333;23.0525000
2124080801;48.6358333;23.0525000
2124081600;48.5713889;22.9697222
2124081601;48.5713889;22.9697222
2124082300;48.5100000;23.1052778
2124082301;48.5100000;23.1052778
2124082303;48.5125000;23.0763889
2124082305;48.5011111;23.1122222
2124082307;48.4966667;23.1427778
2124082900;48.4800000;23.2166667
2124082901;48.4800000;23.2166667
2124083500;48.5591667;23.0361111
2124083501;48.5591667;23.0361111
2124083502;48.5925000;23.0991667
2124083503;48.5661111;23.0694444
2124084200;48.6650000;22.8991667
2124084201;48.6650000;22.8991667
2124084202;48.6688889;22.8752778
2124084203;48.6477778;22.9150000
2124084204;48.6452778;22.8936111
2124084205;48.6413889;22.9441667
2124084400;48.6252778;22.9697222
2124084401;48.6252778;22.9697222
2124084402;48.6622222;22.9833333
2124085000;48.6961111;22.8961111
2124085001;48.6961111;22.8961111
2124085002;48.7255556;22.9263889
2124085601;48.6002778;22.9563889
2124085800;48.5241667;23.0366667
2124085801;48.5241667;23.0366667
2124085802;48.5300000;23.0133333
2124086900;48.5422222;22.9152778
2124086901;48.5422222;22.9152778
2124086902;48.5291667;22.9058333
2124087200;48.5438889;23.0866667
2124087201;48.5438889;23.0866667
2124087203;48.5313889;23.0755556
2124410100;48.0113889;23.5722222
2124410101;48.0338889;23.5991667
2124455300;48.0502778;23.4894444
2124455600;48.1781000;23.8862917
2124455601;48.1775000;23.9158333
2124455602;48.1591667;23.9088889
2124455900;47.9597222;23.8669444
2124456200;48.0000000;23.6991667
2124456500;48.3191667;23.9388889
2124480401;48.0038889;23.6641667
2124480403;48.0263889;23.6461111
2124480404;48.0347222;23.6627778
2124480405;48.0400000;23.6397222
2124480501;48.0305556;23.6941667
2124480601;48.1958333;23.6547222
2124480801;48.0750000;23.5275000
2124481201;48.1252778;23.8011111
2124481202;48.1252778;23.8586111
2124481601;48.0572222;23.8938889
2124482001;48.0069444;23.7625000
2124482401;47.9975000;23.8383333
2124482402;48.0583333;23.8666667
2124482403;48.0422222;23.8658333
2124482501;48.0675000;23.7097222
2124482601;48.1425000;23.5872222
2124482801;48.1394444;23.8669444
2124483001;48.1650000;23.5983333
2124483201;48.2375000;23.9355556
2124483401;48.0283333;23.7138889
2124483601;48.1916667;23.5683333
2124483602;48.2397222;23.5900000
2124484001;48.0580556;23.6450000
2124484002;48.0841667;23.6647222
2124484401;48.3636111;23.9663889
2124484801;48.1172222;23.7691667
2124484802;48.1313889;23.8002778
2124485001;48.0977778;23.5069444
2124485301;48.1669444;23.7577778
2124485302;48.1383333;23.7772222
2124485801;48.0991667;23.7394444
2124485802;48.1300000;23.7400000
2124485803;48.1005556;23.7002778
2124485901;48.1258333;23.6975000
2124485902;48.1183333;23.6905556
2124486101;48.3483333;23.9008333
2124486102;48.3769444;23.8450000
2124486201;48.0572222;23.5336111
2124486601;48.2075000;23.8144444
2124487001;48.1113889;23.5930556
2124487401;48.0680556;23.7322222
2124487402;48.0911111;23.7575000
2124487403;48.0766667;23.8063889
2124487501;48.0333333;23.8333333
2124487601;48.1519444;23.6297222
2124487602;48.1244444;23.6666667
2124487603;48.1455556;23.6658333
2124487604;48.1769444;23.6383333
2124488001;48.1894444;23.5441667
2124488002;48.1683333;23.5375000
2124488401;48.2155556;23.7541667
2124488402;48.2608333;23.7416667
2124488403;48.2416667;23.7563889
2124800000;48.5296660;22.3736170
2124855500;48.5333333;22.5000000
2124855501;48.5241667;22.4694444
2124880301;48.5702778;22.3269444
2124880302;48.5677778;22.3494444
2124880303;48.5252778;22.3425000
2124880304;48.5516667;22.3622222
2124880601;48.5069444;22.3311111
