koatuu;latitude;longitude
4622785502;50.1716667;23.9094444
4622785504;50.1975000;23.9630556
4622785505;50.1833333;23.9394444
4622785506;50.1911111;23.9152778
4622785508;50.1936111;23.9722222
4622785700;49.8817000;24.0753000
4622785701;49.8817000;24.0753000
4622785800;50.0247222;23.9925000
4622785840;50.0247222;23.9925000
4622785900;50.0158333;23.9513889
4622785901;50.0158333;23.9513889
4622785902;50.0216667;23.9625000
4622785903;49.9922222;23.9272222
4622785904;50.0227778;23.9272222
4622785907;49.9869444;23.8872222
4622786400;49.9769444;24.0975000
4622786401;49.9769444;24.0975000
4622786402;49.9663889;24.1450000
4622786403;49.9769444;24.1147222
4622786404;49.9875000;24.1730556
4622786405;49.9447222;24.1025000
4622786406;49.9616667;24.1080556
4622786407;49.9419444;24.1288889
4622786408;49.9644444;24.1661111
4622786700;50.1944444;23.7947222
4622786701;50.1944444;23.7947222
4622786702;50.1927778;23.7744444
4622786703;50.2069444;23.7980556
4622786704;50.1977778;23.7608333
4622786705;50.1872222;23.8280556
4622786706;50.1844444;23.7625000
4622786707;50.2108333;23.8291667
4622786708;50.2067000;23.7772000
4622787100;50.0372222;23.8750000
4622787101;50.0372222;23.8750000
4622787102;50.0669444;23.8630556
4622787200;50.0344444;24.1366667
4622787201;50.0344444;24.1366667
4622787203;50.0500000;24.0730556
4622787204;50.0183333;24.0941667
4622787205;50.0186111;24.1780556
4622787206;50.0395000;24.1035556
4622787207;50.0527778;24.0950000
4622787209;50.0163889;24.1077778
4622787210;50.0677778;24.0552778
4622787300;50.1672222;23.6869444
4622787301;50.1672222;23.6869444
4622787303;50.1528000;23.6856000
4622787400;50.1294444;23.7152778
4622787401;50.1294444;23.7152778
4622787402;50.1566667;23.7238889
4622787403;50.1331000;23.6978000
4622787600;50.2111111;23.5497222
4622787601;50.2111111;23.5497222
4622787602;50.2333333;23.5775000
4622787603;50.1977778;23.5127778
4622787604;50.1794444;23.5516667
4622787605;50.1919444;23.5830556
4622787606;50.1975000;23.5458333
4622787608;50.2236111;23.5580556
4622787610;50.2019444;23.5980556
4622787612;50.1841667;23.5686111
4622787613;50.1903000;23.5156000
4622787614;50.2180556;23.5700000
4622787619;50.1658333;23.5050000
4622787900;50.2761111;23.6491667
4622787901;50.2761111;23.6491667
4622787902;50.2402778;23.6088889
4622787903;50.2425000;23.6327778
4622788500;50.0236111;24.0472222
4622788501;50.0236111;24.0472222
4622788503;50.0091667;24.0502778
4622788800;50.0433333;24.0000000
4622788801;50.0433333;24.0000000
4622789000;50.0386111;23.9447222
4622789001;50.0386111;23.9447222
4622789200;50.1347222;24.0566667
4622789201;50.1347222;24.0566667
4622789202;50.1066667;24.0050000
4622789205;50.0852778;24.0219444
4622789206;50.1294444;24.0341667
4622789207;50.1372222;24.0827778
4623000000;49.5005556;23.9733333
4623010100;49.5247222;23.9788889
4623010101;49.5521700;23.9508800
4623055400;49.4619444;24.0622222
4623080400;49.4558333;24.1491667
4623080401;49.4558333;24.1491667
4623080402;49.4747222;24.1633333
4623080600;49.4461111;24.0672222
4623080601;49.4461111;24.0672222
4623080800;49.4100000;23.8294444
4623080801;49.4100000;23.8294444
4623080802;49.3989000;23.8597000
4623081200;49.5966667;24.0111111
4623081201;49.5966667;24.0111111
4623081202;49.5653000;24.0122000
4623081203;49.5794444;23.9830556
4623081204;49.5688889;24.0363889
4623081205;49.5508333;24.0077778
4623081600;49.5775000;23.8202778
4623081601;49.5775000;23.8202778
4623081602;49.5550000;23.7952778
4623081603;49.5753000;23.7903000
4623081800;49.4844444;23.9902778
4623081801;49.4844444;23.9902778
4623082000;49.5216667;23.9444444
4623082001;49.5216667;23.9444444
4623082002;49.5136111;23.9227778
4623082400;49.5580556;23.8983333
4623082401;49.5580556;23.8983333
4623082402;49.5430556;23.8986111
4623082403;49.5708333;23.8950000
4623082405;49.5717000;23.8453000
4623082407;49.5561111;23.8583333
4623082800;49.4786111;24.1908333
4623082801;49.4786111;24.1908333
4623082802;49.4775000;24.2114000
4623083200;49.4716667;23.8000000
4623083201;49.4716667;23.8000000
4623083202;49.5013889;23.7713889
4623083600;49.4030556;23.9930556
4623083601;49.4031000;23.9931000
4623083603;49.4097222;23.9611111
4623084000;49.5680556;23.9522222
4623084001;49.5680556;23.9522222
4623084200;49.4344444;24.0286111
4623084201;49.4344444;24.0286111
4623084400;49.5052778;23.7963889
4623084401;49.5052778;23.7963889
4623084403;49.5219444;23.7672222
4623084800;49.6138889;24.0094444
4623084801;49.6138889;24.0094444
4623084803;49.5938889;24.0500000
4623085200;49.4294444;23.8316667
4623085201;49.4294444;23.8316667
4623085400;49.4619444;24.0300000
4623085401;49.4619444;24.0300000
4623086000;49.5422222;23.8447222
4623086001;49.5422222;23.8447222
4623086002;49.5222222;23.8405556
4623086005;49.5186111;23.8588889
4623086007;49.5202778;23.8905556
4623086400;49.4458333;23.9694444
4623086401;49.4458333;23.9694444
4623086403;49.4725000;23.9708333
4623086407;49.4466667;23.9922222
4623086600;49.4750000;23.8569444
4623086601;49.4750000;23.8569444
4623086800;49.5030556;23.9669444
4623086801;49.5030556;23.9669444
4623087200;49.4488889;23.9136111
4623087201;49.4488889;23.9136111
4623087400;49.4388889;24.1866667
4623087401;49.4388889;24.1866667
4623087403;49.4450000;24.1553000
4623087405;49.4405556;24.1738889
4623087600;49.5419000;24.0750000
4623087601;49.5419000;24.0750000
4623087603;49.5383333;24.0275000
4623087605;49.5172222;24.0761111
4623087607;49.5288889;24.1252778
4623087609;49.5605556;24.0555556
4623088000;49.6294444;23.9444444
4623088001;49.6294444;23.9444444
4623088003;49.6211111;23.9508333
4623088201;49.5869444;23.9755556
4623300000;49.6341667;24.5191669
4623310100;49.6700000;24.5594444
4623310300;49.6358333;24.2936111
4623310301;49.6636000;24.2810200
4623380300;49.5405556;24.6527778
4623380306;49.5405556;24.6527778
4623380400;49.6086111;24.7697222
4623380401;49.6086111;24.7697222
4623380402;49.5811111;24.7438889
4623380403;49.6058333;24.7280556
4623380600;49.5647222;24.5250000
4623380601;49.5647222;24.5250000
4623380602;49.5741667;24.4336111
4623380603;49.5730556;24.4597222
4623380700;49.5527778;24.6841667
4623380701;49.5527778;24.6841667
4623380702;49.5778000;24.6436000
4623380705;49.4992000;24.7100000
4623380706;49.5022000;24.6717000
4623381000;49.6613889;24.5986111
4623381001;49.6613889;24.5986111
4623381002;49.6597222;24.6538889
4623381003;49.6441667;24.6252778
4623381004;49.6469444;24.6900000
4623381400;49.5855556;24.5777778
4623381401;49.5855556;24.5777778
4623381402;49.5966667;24.6200000
4623381403;49.5947222;24.5963889
4623381800;49.6166667;24.2325000
4623381801;49.6167000;24.2325000
4623381802;49.6261111;24.2233333
4623381803;49.6666667;24.2294444
4623382200;49.6972222;24.7463889
4623382201;49.7006900;24.7459900
4623382202;49.7069444;24.7733333
4623382203;49.7106000;24.7203000
4623382204;49.6813889;24.7175000
4623382500;49.6213889;24.5966667
4623382501;49.6213889;24.5966667
4623382502;49.6225000;24.6263889
4623382503;49.6177778;24.7011111
4623382504;49.6127778;24.5741667
4623382505;49.6208333;24.6469444
4623382900;49.6166667;24.8236111
4623382901;49.6170100;24.8248800
4623382902;49.6236111;24.8075000
4623382903;49.6375000;24.8286111
4623382904;49.6597222;24.8172222
4623382905;49.5939000;24.8014000
4623383200;49.5327778;24.6111111
4623383201;49.5328000;24.6111000
4623383500;49.5644444;24.6208333
4623383501;49.5644444;24.6208333
4623383600;49.5391667;24.5411111
4623383601;49.5391667;24.5411111
4623383602;49.5588889;24.4683333
4623383900;49.6855556;24.5227778
4623383901;49.6855556;24.5227778
4623383902;49.7122222;24.4841667
4623383903;49.7059722;24.5715000
4623383904;49.6997222;24.5475000
4623384200;49.7288889;24.5169444
4623384201;49.7288889;24.5169444
4623384500;49.6016667;24.2938889
4623384501;49.6016667;24.2938889
4623384502;49.6180556;24.2830556
4623384503;49.6152778;24.3108333
4623384504;49.5819444;24.3963889
4623384505;49.5919444;24.3380556
4623384900;49.6983333;24.6380556
4623384901;49.6983333;24.6380556
4623384902;49.7302778;24.6730556
4623385600;49.5997222;24.5425000
4623385601;49.5997222;24.5425000
4623385602;49.5888889;24.5158333
4623385603;49.5769444;24.5313889
4623385800;49.5813889;24.6733333
4623385801;49.5813889;24.6733333
4623385900;49.5141667;24.7038889
4623385901;49.5141667;24.7038889
4623386000;49.7094444;24.3413889
4623386001;49.7094444;24.3413889
4623386002;49.6980556;24.3261111
4623386003;49.7338889;24.3613889
4623386004;49.7058333;24.3927778
4623386400;49.6500000;24.4388889
4623386401;49.6500000;24.4388889
4623386402;49.6225000;24.4450000
4623386403;49.6094444;24.4594444
4623386404;49.6397222;24.4358333
4623386405;49.6691667;24.4361111
4623386406;49.6050000;24.4392000
4623386407;49.6647222;24.4522222
4623386800;49.7336111;24.4427778
4623386801;49.7336111;24.4427778
4623386802;49.7102778;24.4211111
4623387200;49.6394444;24.3230556
4623387201;49.6394000;24.3231000
4623387202;49.6083333;24.3677778
4623387203;49.6647222;24.3063889
4623387204;49.6363889;24.3183333
4623387205;49.6800000;24.3050000
4623387206;49.6288889;24.3638889
4623387600;49.6194444;24.1702778
4623387601;49.6194444;24.1702778
4623387602;49.6400000;24.1733333
4623387603;49.6500000;24.1475000
4623388000;49.6419444;24.5466667
4623388001;49.6419444;24.5466667
4623388002;49.6497222;24.4944444
4623388003;49.6255556;24.4922222
4623388004;49.6613889;24.5363889
4623388300;49.6630556;24.7816667
4623388301;49.6630556;24.7816667
4623388302;49.6433333;24.7708333
4623388303;49.6328000;24.7703000
4623388304;49.6531000;24.7722000
4623600000;49.7430556;24.0769444
4623610100;49.7138889;23.9108333
4623610101;49.7495200;23.9274600
4623655500;49.6511111;23.8558333
4623655501;49.6969444;23.8075000
4623655502;49.6708333;23.8202778
4623655503;49.6802778;23.8116667
4623655504;49.6869444;23.8369444
4623680400;49.8613889;24.2777778
4623680401;49.8613889;24.2777778
4623680800;49.8236111;24.3019444
4623680801;49.8236111;24.3019444
4623680802;49.8441667;24.2855556
4623680803;49.8413889;24.3355556
4623681200;49.7730556;24.1633333
4623681201;49.7730556;24.1633333
4623681202;49.7583333;24.1716667
4623681203;49.7697222;24.1936111
4623681600;49.8222222;23.9027778
4623681601;49.8222222;23.9027778
4623681800;49.7127778;24.0736111
4623681801;49.7127778;24.0736111
4623681802;49.6958333;24.0627778
4623681803;49.7044444;24.0469444
4623681805;49.6872222;24.0455556
4623681807;49.6680556;24.1219444
4623681809;49.6955556;24.1183333
4623681900;49.8997222;24.1641667
4623681915;49.8997222;24.1641667
4623682000;49.7641667;23.9191667
4623682001;49.7666700;23.9166700
4623682003;49.7811111;23.9091667
4623682200;49.6175000;23.8105556
4623682201;49.6175000;23.8105556
4623682202;49.6205556;23.8672222
4623682400;49.7441667;24.1380556
4623682401;49.7441667;24.1380556
4623682402;49.7188889;24.1488889
4623682600;49.5930556;23.8780556
4623682601;49.5930556;23.8780556
4623682602;49.5954200;23.9103700
4623682603;49.6166667;23.8913889
4623682604;49.5822222;23.9033333
4623682800;49.7352778;24.0708333
4623682801;49.7352778;24.0708333
4623682802;49.7300000;24.0088889
4623682803;49.7083333;24.0961111
4623683100;49.7327778;24.2469444
4623683101;49.7327778;24.2469444
4623683102;49.7036111;24.2369444
4623683103;49.6955556;24.2713889
4623683104;49.7133333;24.2936111
4623683105;49.7388889;24.1888889
4623683300;49.7691667;24.0466667
4623683301;49.7691667;24.0466667
4623683400;49.8200000;23.8572222
4623683401;49.8200000;23.8572222
4623683500;49.7466667;24.0877778
4623683501;49.7466667;24.0877778
4623683700;49.8130556;23.9027778
4623683701;49.8130556;23.9027778
4623683703;49.8163889;23.9100000
4623683800;49.8380556;24.1197222
4623683801;49.8380556;24.1197222
4623683802;49.8436111;24.1497222
4623684000;49.8316667;24.2252778
4623684001;49.8316667;24.2252778
4623684002;49.8175000;24.2025000
4623684200;49.7152778;23.8475000
4623684201;49.7152778;23.8475000
4623684202;49.6916667;23.8211111
4623684204;49.7064000;23.8314000
4623684205;49.7369444;23.8350000
4623684400;49.7586111;24.3383333
4623684401;49.7586111;24.3383333
4623684402;49.7638889;24.2658333
4623684403;49.7519444;24.2947222
4623684404;49.7536111;24.3533333
4623684600;49.6386111;23.7986111
4623684601;49.6386111;23.7986111
4623684603;49.6338889;23.7705556
4623684605;49.6438889;23.8025000
4623684607;49.6347222;23.7847222
4623684609;49.6369444;23.7644444
4623684900;49.7852778;23.8686111
4623684901;49.7852778;23.8686111
4623684906;49.7811111;23.8458333
4623685100;49.7724390;24.0913603
4623685101;49.7700000;24.0938889
4623685103;49.7923563;24.0878363
4623685200;49.8666667;24.2391667
4623685201;49.8666667;24.2391667
4623685301;49.8066667;24.2180556
4623685400;49.6366667;23.9077778
4623685401;49.6367000;23.9078000
4623685500;49.7186111;23.9500000
4623685501;49.7186111;23.9500000
4623685503;49.7155556;24.0016667
4623685505;49.6988889;23.9547222
4623685600;49.6530556;24.0222222
4623685601;49.6530556;24.0222222
4623685602;49.6672222;24.0027778
4623685603;49.6397222;24.0191667
4623685604;49.6705556;24.0552778
4623685605;49.6461111;23.9719444
4623685900;49.6686111;23.9047222
4623685901;49.6686111;23.9047222
4623685902;49.6892000;23.9561000
4623685903;49.6691667;23.9625000
4623685904;49.6805556;23.9344444
4623686200;49.8066667;23.9502778
4623686201;49.8066667;23.9502778
4623686400;49.7769444;23.9613889
4623686401;49.7769444;23.9613889
4623686600;49.7400000;24.0300000
4623686601;49.7400000;24.0300000
4623686604;49.7522222;23.9505556
4623686605;49.7444444;23.9600000
4623686900;49.8738889;24.1272222
4623686901;49.8738889;24.1272222
4623686902;49.8800000;24.0947222
4623687000;49.7575000;23.8391667
4623687001;49.7575000;23.8391667
4623687003;49.7772222;23.8250000
4623687005;49.7622222;23.7972222
4623687100;49.7036111;24.1916667
4623687101;49.7036111;24.1916667
4623687102;49.6827778;24.1816667
4623687600;49.8150000;24.3394444
4623687601;49.8150000;24.3394444
4623687602;49.8136111;24.3919444
4623687603;49.8005556;24.3413889
4623687900;49.7905556;24.2544444
4623687901;49.7905556;24.2544444
4623687902;49.7655556;24.2436111
4623688200;49.7975000;24.1688889
4623688201;49.7975000;24.1688889
4623688202;49.7877778;24.1263889
4623688203;49.7977778;24.1366667
4623688204;49.7844444;24.1488889
4623688600;49.8733333;24.1811111
4623688601;49.8733333;24.1811111
4623688603;49.8655556;24.1619444
4623900000;50.2827778;24.6752778
4623910100;50.2827778;24.6375000
4623910101;50.2708333;24.6800000
4623955400;50.2150000;24.8347222
4623980400;50.3411111;24.8663889
4623980401;50.3411111;24.8663889
4623980600;50.2463889;24.9155556
4623980601;50.2463889;24.9155556
4623980602;50.2272222;24.9083333
4623980603;50.2147222;24.9661111
4623980604;50.2583333;24.9116667
4623980605;50.1919444;24.9322222
4623980900;50.3875000;24.5194444
4623980901;50.3875000;24.5194444
4623980902;50.3761111;24.5455556
4623980903;50.3716667;24.5172222
4623980904;50.4150000;24.5683333
4623981200;50.2036111;24.6313889
4623981201;50.2036111;24.6313889
4623981400;50.2952778;24.9338889
4623981401;50.2952778;24.9338889
4623981600;50.3375000;24.3955556
4623981601;50.3375000;24.3955556
4623981602;50.2905556;24.4525000
4623981603;50.3219444;24.3911111
4623981604;50.2997222;24.4266667
4623981701;50.2344444;24.6544444
4623981900;50.3125000;24.8177778
4623981901;50.3125000;24.8177778
4623981902;50.3450000;24.8155556
4623981903;50.3347222;24.8066667
4623982200;50.2636111;24.8600000
4623982201;50.2636111;24.8600000
4623982202;50.2783333;24.8719444
4623982204;50.2738889;24.8219444
4623982500;50.2636111;24.7597222
4623982501;50.2636111;24.7597222
4623982800;50.1672222;24.7683333
4623982801;50.1672222;24.7683333
4623982802;50.1402778;24.7197222
4623982803;50.1597222;24.7263889
4623982804;50.1486111;24.7655556
4623983000;50.3400000;24.9691667
4623983001;50.3400000;24.9691667
4623983002;50.3738889;24.9538889
4623983004;50.3411111;25.0097222
4623983400;50.3111111;24.4922222
4623983401;50.3111111;24.4922222
4623983800;50.1966667;24.6975000
4623983801;50.1966667;24.6975000
4623983802;50.2180556;24.7583333
4623983803;50.2283333;24.6919444
4623983804;50.1808333;24.7069444
4623983805;50.2055556;24.7502778
4623984200;50.2625000;24.5333333
4623984201;50.2625000;24.5333333
4623984300;50.3177778;24.7219444
4623984301;50.3177778;24.7219444
4623984400;50.3511111;24.3191667
4623984401;50.3511111;24.3191667
4623984501;50.3091667;24.5780556
4623984502;50.3041667;24.5994444
4623984600;50.3761111;24.4600000
4623984601;50.3761111;24.4600000
4623984602;50.3605556;24.4358333
4623984900;50.3077778;24.7752778
4623984901;50.3077778;24.7752778
4623985200;50.2566667;24.7094444
4623985201;50.2566667;24.7094444
4623985202;50.2347222;24.7416667
4623985500;50.2969444;25.0180556
4623985501;50.2969444;25.0180556
4623985503;50.2825000;25.0294444
4623985505;50.2675000;25.0216667
4623985700;50.2797222;24.5655556
4623985701;50.2797222;24.5655556
4623985800;50.3797222;24.6627778
4623985801;50.3797222;24.6627778
4623985802;50.3825000;24.5761111
4623985900;50.3386111;25.0452778
4623985901;50.3386111;25.0452778
4623985930;50.3150000;25.0488889
4623986200;50.3297222;24.5402778
4623986201;50.3297222;24.5402778
4623986202;50.3408333;24.4916667
4623986203;50.3525000;24.4983333
4623986600;50.3300000;24.6825000
4623986601;50.3300000;24.6825000
4623986602;50.3386111;24.6444444
4623986900;50.3386111;24.9077778
4623986901;50.3386111;24.9077778
4623987200;50.2244444;24.5491667
4623987201;50.2244444;24.5491667
4623987202;50.2027778;24.5150000
4623987203;50.2433333;24.4941667
4623987204;50.2269444;24.5025000
4623987205;50.2038889;24.5508333
4623987600;50.2458333;24.8269444
4623987601;50.2458333;24.8269444
4623988400;50.3158333;24.3466667
4623988401;50.3158333;24.3466667
4624200000;49.5511111;23.3222222
4624210300;49.5605556;23.3044444
4624210400;49.6530556;23.4880556
4624255300;49.4991667;23.4061111
4624280300;49.5638889;23.2719444
4624280301;49.5638889;23.2719444
4624280302;49.5866667;23.2944444
4624280303;49.5708333;23.3011111
4624280600;49.5388889;23.1558333
4624280601;49.5388889;23.1558333
4624280602;49.5497222;23.1833333
4624280603;49.5294444;23.1741667
4624280900;49.4211111;23.1577778
4624280901;49.4211111;23.1577778
4624280902;49.3966667;23.1283333
4624280903;49.4111111;23.1722222
4624280904;49.3813889;23.1005556
4624281200;49.5294444;23.4738889
4624281201;49.5294444;23.4738889
4624281202;49.5225000;23.5169444
4624281203;49.5330556;23.4202778
4624281301;49.4733333;23.3847222
4624281303;49.4691667;23.3650000
4624281400;49.6352778;23.1005556
4624281401;49.6352778;23.1005556
4624281402;49.6291667;23.0636111
4624281600;49.6136111;23.1241667
4624281601;49.6136111;23.1241667
4624281602;49.6213889;23.1672222
4624281603;49.6058333;23.0925000
4624281604;49.6027778;23.1211111
4624281605;49.5913889;23.1333333
4624281606;49.6052778;23.1683333
4624281607;49.6138889;23.1513889
4624281608;49.5969444;23.1833333
4624281900;49.6736111;23.4036111
4624281901;49.6736111;23.4036111
4624281902;49.6730556;23.3894444
4624282200;49.5580556;23.0897222
4624282201;49.5494500;23.1127500
4624282203;49.5377778;23.1136111
4624282204;49.5408333;23.0925000
4624282301;49.5675000;23.1369444
4624282500;49.5369444;23.3866667
4624282501;49.5369444;23.3866667
4624282800;49.4686111;23.3272222
4624282801;49.4686111;23.3272222
4624282804;49.4763889;23.2888889
4624283000;49.5511111;23.3055556
4624283001;49.5511111;23.3055556
4624283003;49.5313889;23.2991667
4624283100;49.5405556;23.3577778
4624283101;49.5405556;23.3577778
4624283400;49.6372222;23.2300000
4624283401;49.6372222;23.2300000
4624283402;49.6325000;23.2700000
4624283403;49.6311111;23.2872222
4624283700;49.5050000;23.2791667
4624283701;49.5050000;23.2791667
4624284000;49.6525000;23.3300000
4624284001;49.6525000;23.3300000
4624284002;49.6377778;23.3008333
4624284003;49.6330556;23.3186111
4624284301;49.6177778;23.3822222
4624284303;49.6225000;23.3658333
4624284305;49.6263889;23.3461111
4624284307;49.6097222;23.3377778
4624284600;49.6130556;23.2575000
4624284601;49.6130556;23.2575000
4624284602;49.6169444;23.2902778
4624284603;49.6211111;23.3166667
4624284604;49.6213889;23.2330556
4624284900;49.6580556;23.4336111
4624284901;49.6580556;23.4336111
4624284902;49.6536111;23.4594444
4624284903;49.6544444;23.4116667
4624285200;49.3883333;23.1944444
4624285201;49.3883333;23.1944444
4624285202;49.3758333;23.2200000
4624285203;49.3975000;23.2286111
4624285204;49.3975000;23.1738889
4624285205;49.3761111;23.1422222
4624285600;49.7369444;23.4075000
4624285601;49.7369444;23.4075000
4624285602;49.7183333;23.3933333
4624285603;49.7080556;23.4091667
4624286000;49.5047222;23.5030556
4624286001;49.5047222;23.5030556
4624286002;49.5105556;23.4536111
4624286003;49.5158333;23.5452778
4624286004;49.5194444;23.5252778
4624286300;49.4455556;23.2366667
4624286301;49.4455556;23.2366667
4624286302;49.4547222;23.2677778
4624286303;49.4438889;23.2663889
4624286304;49.4152778;23.2219444
4624286600;49.5966667;23.5588889
4624286601;49.5966667;23.5588889
4624286602;49.6130556;23.6011111
4624286603;49.6150000;23.6141667
4624286604;49.6463889;23.5991667
4624286605;49.6319444;23.5702778
4624286700;49.6475000;23.5125000
4624286701;49.6475000;23.5125000
4624286900;49.5725000;23.2038889
4624286901;49.5725000;23.2038889
4624286902;49.5852778;23.2363889
4624286903;49.5625000;23.1794444
4624286904;49.5605556;23.2083333
4624287000;49.6597222;23.3741667
4624287001;49.6597222;23.3741667
4624287200;49.5080556;23.2497222
4624287201;49.5080556;23.2497222
4624287202;49.4983333;23.1922222
4624287203;49.4816667;23.2205556
4624287204;49.5216667;23.2458333
4624287600;49.6288889;23.1438889
4624287601;49.6288889;23.1438889
4624287602;49.6347222;23.1950000
4624287603;49.6477778;23.1572222
4624287604;49.6461111;23.1819444
4624287605;49.6358333;23.1741667
4624287900;49.4997222;23.1338889
4624287901;49.4997222;23.1338889
4624287902;49.4777778;23.1325000
4624287903;49.4891667;23.1141667
4624287904;49.5144444;23.1141667
4624288200;49.5636111;23.6313889
4624288201;49.5636111;23.6313889
4624288202;49.5913889;23.5966667
4624288203;49.5825000;23.6200000
4624288204;49.5780556;23.5808333
4624288600;49.6294444;23.4608333
4624288601;49.6294444;23.4608333
4624288603;49.6044444;23.4386111
4624288605;49.6094444;23.4158333
4624288900;49.5975000;23.5211111
4624288901;49.5975000;23.5211111
4624288902;49.6250000;23.5011111
4624289200;49.4602778;23.1777778
4624289201;49.4602778;23.1777778
4624289202;49.4611111;23.1200000
4624289203;49.4755556;23.1466667
4624500000;48.9688889;23.4122222
4624510100;49.0377778;23.5138889
4624555300;49.0991667;23.5833333
4624555301;49.0608333;23.5463889
4624555302;49.1069444;23.6013889
4624555700;48.8500000;23.4500000
4624555701;48.8858333;23.4222222
4624580400;48.7752778;23.2419444
4624580401;48.7752778;23.2419444
4624580800;48.7800000;23.4283333
4624580801;48.7800000;23.4283333
4624580802;48.7577778;23.3983333
4624580803;48.7586111;23.4572222
4624581200;48.9116667;23.3969444
4624581201;48.9116667;23.3969444
4624581203;48.8908333;23.3933333
4624581400;48.9800000;23.4700000
4624581401;48.9800000;23.4700000
4624581600;48.9919444;23.1761111
4624581601;48.9919444;23.1761111
4624581602;48.9630556;23.2058333
4624582000;48.8033333;23.1902778
4624582001;48.7938889;23.2062500
4624582300;49.0127778;23.1752778
4624582301;49.0127778;23.1752778
4624582400;48.9919444;23.1347222
4624582432;48.9919444;23.1347222
4624582500;49.0133333;23.5780556
4624582501;49.0133333;23.5780556
4624582700;48.8386111;23.1780556
4624582701;48.8386111;23.1780556
4624583001;48.9508333;23.3452778
4624583002;48.9655556;23.2822222
4624583003;48.9872222;23.2836111
4624583300;49.0163889;23.4255556
4624583301;49.0163889;23.4255556
4624583600;49.0961111;23.5363889
4624583601;49.0961111;23.5363889
4624583800;49.1044444;23.4861111
4624583801;49.1044444;23.4861111
4624584000;48.8072222;23.3552778
4624584001;48.8072222;23.3552778
4624584002;48.8169444;23.3922222
4624584100;48.8961111;23.5127778
4624584101;48.8961111;23.5127778
4624584300;48.8194444;23.5063889
4624584301;48.8194444;23.5063889
4624584302;48.7805556;23.5155556
4624584500;49.1088889;23.6400000
4624584501;49.1088889;23.6400000
4624584502;49.0941667;23.6183333
4624584900;48.7827778;23.3388889
4624584901;48.7827778;23.3388889
4624585200;49.1925000;23.5166667
4624585201;49.1925000;23.5166667
4624585202;49.2138889;23.5252778
4624585500;48.9216667;23.2955556
4624585501;48.9216667;23.2955556
4624585502;48.9377778;23.2619444
4624585900;48.8886111;23.3400000
4624585901;48.8886111;23.3400000
4624586400;49.1580556;23.4241667
4624586401;49.1580556;23.4241667
4624586402;49.1408333;23.3811111
4624586403;49.1833100;23.4047400
4624586700;48.9061111;23.3513889
4624586701;48.9061111;23.3513889
4624586900;49.0052778;23.2122222
4624586901;49.0052778;23.2122222
4624586902;48.9927778;23.2375000
4624586903;48.9947222;23.2561111
4624587200;48.9080556;23.1919444
4624587201;48.9080556;23.1919444
4624587202;48.8947222;23.2311111
4624587203;48.8897222;23.2491667
4624587400;49.0544444;23.6391667
4624587401;49.0544444;23.6391667
4624587403;49.0766667;23.6094444
4624587800;48.9180556;23.4719444
4624587801;48.9180556;23.4719444
4624588300;48.8766667;23.2822222
4624588301;48.8766667;23.2822222
4624588500;48.8416667;23.2891667
4624588501;48.8416667;23.2891667
4624588503;48.8508333;23.3272222
4624588600;49.1725000;23.4813889
4624588601;49.1725000;23.4813889
4624800000;50.3855556;24.1038889
4624810100;50.4833333;24.2833333
4624810300;50.3833333;24.0166667
4624810600;50.2400000;24.1394444
4624810601;50.2580556;24.2052778
4624810602;50.3052778;24.0833333
4624810900;50.3666667;23.7444444
4624810901;50.3761111;23.7375000
4624855300;50.4650000;24.2566667
4624855301;50.4452778;24.2611111
4624880200;50.5005556;24.4369444
4624880201;50.5005556;24.4369444
4624880202;50.4877778;24.4961111
4624880600;50.2302778;23.9944444
4624880601;50.2302778;23.9944444
4624880602;50.2558333;23.9077778
4624880603;50.2380556;23.9472222
4624880607;50.2200000;24.0194444
4624880900;50.3725000;24.0963889
4624880901;50.3725000;24.0963889
4624880902;50.3688889;24.1261111
4624880903;50.3538889;24.0358333
4624881100;50.3913889;24.3475000
4624881101;50.3928000;24.3475000
4624881102;50.3994444;24.3191667
4624881300;50.3366667;24.2972222
4624881301;50.3366667;24.2972222
4624881302;50.3155556;24.2402778
4624881800;50.2297222;24.0811111
4624881801;50.2297222;24.0811111
4624881802;50.2305556;24.1061111
4624881807;50.2152778;24.0669444
4624882000;50.3408333;23.8541667
4624882001;50.3408333;23.8541667
4624882002;50.3519000;23.8992000
4624882003;50.3055556;23.8580556
4624882004;50.3611111;23.8761111
4624882100;50.3997222;24.0472222
4624882101;50.3997222;24.0472222
4624882103;50.3933333;24.0200000
4624882104;50.4294444;24.0261111
4624882105;50.4213889;24.0586111
4624882400;50.3469444;23.7988889
4624882401;50.3469444;23.7988889
4624882402;50.3288889;23.7263889
4624882403;50.3533333;23.7152778
4624882600;50.4413889;24.5713889
4624882601;50.4413889;24.5713889
4624882602;50.4266667;24.5402778
4624882603;50.4411111;24.5119444
4624882800;50.3911111;23.8227778
4624882801;50.3911111;23.8227778
4624882802;50.3847222;23.8827778
4624883100;50.5238889;24.2691667
4624883101;50.5238889;24.2691667
4624883102;50.5519444;24.2911111
4624883103;50.5169444;24.2311111
4624883200;50.5213889;24.5327778
4624883201;50.5213889;24.5327778
4624883202;50.5277778;24.4811111
4624883203;50.5447222;24.5197222
4624883500;50.3325000;24.2177778
4624883501;50.3325000;24.2177778
4624883502;50.3758333;24.2569444
